DOJ_Extended,Duration_to_agree_offer,Noticeperiod,Offered_band,percent_expected_hike_inCTC,Percent_offered_hike_inCTC,PercentdifferenceCTC,Joining_Bonus,relocate_actual,Gender,RexinYrs,MS,Age,Status_num,Notice_period_buy_out,Willing_to_work_in_shifts,Willing_to_relocate_to_any_city,Did_candidate_reloacte,Interview_type
0,2,60,1,39,20,19,0,0,1,6,1,28,1,0,0,0,0,1
0,10,60,2,35,20,15,0,0,1,6,1,44,1,0,0,0,0,0
1,7,60,3,40,37,3,0,0,1,7,1,42,0,0,0,1,1,1
0,4,60,1,31,20,11,0,0,1,4,1,44,1,0,0,0,0,1
0,5,60,1,43,40,3,0,0,1,1,0,24,1,0,1,1,1,1
1,7,60,2,43,38,5,0,0,1,4,1,27,1,0,0,1,1,1
1,8,60,3,43,40,3,0,1,0,5,1,29,0,1,0,1,1,1
0,5,60,1,22,20,2,0,0,1,4,1,44,0,0,0,1,1,1
0,4,60,1,21,20,1,0,0,1,6,1,26,1,0,0,1,1,1
1,9,60,2,20,20,0,0,0,1,6,1,41,1,0,1,0,0,1
1,4,0,2,43,35,8,0,0,0,10,1,44,1,0,0,1,1,0
1,1,60,1,23,20,3,0,0,0,2,0,25,1,0,0,1,1,1
1,2,60,1,32,26,6,0,0,1,6,1,27,0,0,0,1,1,1
0,3,0,3,43,35,8,0,1,1,8,1,44,1,1,1,1,1,0
1,13,60,1,37,25,12,0,0,1,6,1,40,1,0,0,1,1,1
0,15,60,1,34,20,14,0,0,1,6,1,27,0,0,0,1,1,1
1,3,60,1,21,20,1,0,0,1,6,1,28,1,0,0,1,1,1
1,13,60,2,44,40,4,0,0,1,7,1,44,1,0,0,1,1,0
1,15,60,2,31,27,4,0,0,1,5,1,41,0,0,1,1,1,1
0,12,90,1,51,40,11,0,0,0,6,1,27,0,0,0,1,1,1
1,6,30,2,45,36,9,0,0,1,5,1,40,1,0,0,1,1,1
0,6,60,2,22,20,2,0,0,1,5,1,40,0,0,1,1,1,1
1,8,0,1,23,20,3,0,0,1,1,1,26,1,0,1,1,1,0
0,15,60,1,22,20,2,0,0,1,4,1,44,1,0,0,1,1,1
0,13,60,1,24,20,4,0,0,1,6,1,26,0,0,0,1,1,1
1,8,60,1,24,20,4,0,1,0,6,1,27,0,1,1,1,1,1
0,13,0,0,43,39,4,0,1,1,0,1,26,1,1,0,1,1,0
0,15,60,1,39,26,13,0,0,1,6,1,44,0,0,0,1,1,1
0,1,60,1,40,20,20,0,0,0,5,1,42,1,0,0,1,1,1
1,7,60,1,30,25,5,0,0,1,2,1,29,0,0,0,1,1,1
1,14,90,1,38,20,18,0,0,1,6,0,25,1,0,0,0,0,1
0,2,60,1,25,20,5,0,0,1,6,1,26,0,0,0,1,1,1
0,14,90,1,39,26,13,0,0,1,5,1,40,1,0,0,1,1,1
1,3,60,1,23,20,3,0,0,1,4,1,27,0,0,1,1,1,1
1,2,60,2,45,40,5,0,0,0,6,1,26,0,0,1,1,1,1
0,6,60,1,43,36,7,0,0,1,4,1,28,0,0,0,1,1,1
1,3,30,1,35,26,9,0,1,1,2,0,24,0,1,0,1,1,1
1,3,60,2,25,20,5,0,0,1,8,1,44,0,0,0,1,1,1
0,2,60,2,40,26,14,0,0,1,8,1,44,0,0,0,1,1,0
0,13,90,2,33,20,13,0,0,1,6,1,44,1,0,1,0,0,1
1,2,60,1,25,20,5,0,0,0,6,1,27,1,0,0,1,1,0
1,4,30,3,44,38,6,0,1,1,6,1,42,1,1,0,1,1,1
1,11,60,1,34,27,7,0,0,1,1,0,24,1,0,0,1,1,0
0,12,30,2,21,20,1,0,0,1,9,1,44,0,0,0,1,1,1
1,10,60,1,44,35,9,0,0,1,1,0,24,1,0,0,1,1,0
1,7,0,2,40,26,14,1,0,1,8,1,44,0,0,1,1,1,1
0,12,60,1,24,20,4,0,0,0,2,1,44,0,0,0,1,1,1
0,3,60,1,21,20,1,0,0,1,6,1,26,0,0,0,1,1,1
0,13,60,2,24,20,4,0,0,0,9,1,44,1,0,0,1,1,1
1,6,60,2,41,36,5,0,0,1,6,1,41,0,0,0,1,1,1
1,11,60,2,44,39,5,0,1,1,5,1,44,0,1,0,1,1,0
1,9,60,1,32,23,9,0,0,1,4,1,29,0,0,1,1,1,1
0,9,60,1,24,20,4,0,0,1,6,1,44,0,0,0,1,1,1
1,8,60,1,25,20,5,0,0,1,6,1,29,1,0,0,1,1,1
0,6,60,2,20,20,0,0,0,1,8,1,41,1,0,0,0,0,1
1,11,60,1,22,20,2,0,0,1,6,0,25,1,0,0,1,1,1
1,5,60,1,35,20,15,0,0,0,5,1,29,1,0,1,1,1,0
0,3,60,1,23,20,3,0,1,1,2,0,24,0,1,0,1,1,1
0,1,60,1,42,36,6,0,0,1,6,1,44,0,0,0,1,1,1
0,11,60,1,21,20,1,0,0,1,2,0,24,1,0,0,1,1,1
1,9,60,2,22,20,2,0,0,0,7,1,44,1,0,0,1,1,1
1,1,60,2,41,36,5,0,0,1,6,1,26,1,0,0,1,1,1
0,12,60,1,25,20,5,0,0,1,1,1,26,0,0,0,1,1,1
0,8,60,1,32,20,12,0,0,1,6,1,28,1,0,0,0,0,0
0,2,0,1,25,20,5,0,0,1,6,1,44,0,0,0,1,1,1
1,8,60,2,20,20,0,0,0,1,7,1,40,0,0,0,1,1,1
1,3,30,1,39,22,17,0,0,1,6,1,44,0,0,0,1,1,1
1,4,60,1,20,20,0,0,0,1,6,1,44,0,0,0,1,1,1
1,14,60,1,36,31,5,0,0,1,7,1,48,1,0,0,1,1,1
1,10,60,2,30,20,10,0,0,1,6,1,28,1,0,0,0,0,0
0,11,60,1,42,37,5,0,0,1,6,1,27,0,0,0,1,1,1
0,4,0,1,20,20,0,0,0,1,8,1,42,1,0,1,1,1,0
0,5,60,2,30,20,10,0,0,1,6,1,44,1,0,0,0,0,0
0,1,30,1,31,20,11,0,0,1,4,1,40,1,0,1,0,0,1
0,12,60,1,27,20,7,0,0,1,6,1,27,1,0,0,0,0,1
0,7,60,2,44,40,4,0,0,1,6,1,44,0,0,0,1,1,1
0,8,90,1,80,34,46,0,0,1,4,1,27,1,0,0,0,0,1
1,9,60,1,34,20,14,0,0,1,6,1,40,1,0,0,0,0,0
0,1,60,2,23,20,3,0,0,1,10,1,44,1,0,0,1,1,1
1,15,60,1,23,20,3,0,0,1,6,1,28,1,0,0,1,1,1
0,1,90,1,24,20,4,0,0,0,6,0,26,1,0,0,0,0,1
1,1,90,2,26,20,6,0,0,1,6,1,40,1,0,0,0,0,1
1,7,90,1,33,20,13,0,0,1,2,1,27,1,0,0,0,0,1
0,14,60,1,22,20,2,0,0,1,1,1,26,0,0,0,1,1,1
1,1,60,1,23,20,3,0,0,1,2,0,25,0,0,0,1,1,1
0,14,60,1,34,22,12,0,0,1,4,1,40,0,0,0,1,1,1
1,10,60,2,41,39,2,0,0,1,6,1,42,0,0,0,1,1,1
1,3,60,2,30,20,10,0,0,1,6,1,44,1,0,0,0,0,1
0,15,60,1,33,23,10,0,0,1,4,1,26,0,0,1,1,1,1
1,5,90,1,22,20,2,0,1,0,4,1,27,0,1,0,1,1,1
1,15,0,1,20,20,0,0,0,1,6,1,26,0,0,0,1,1,1
0,8,60,1,44,36,8,0,0,1,1,1,44,0,0,0,1,1,1
0,3,60,1,20,20,0,0,0,1,4,1,44,0,0,0,1,1,1
0,11,60,1,22,20,2,0,0,1,6,1,42,0,0,1,1,1,1
0,2,60,2,40,35,5,0,0,1,4,1,44,0,0,1,1,1,1
1,1,60,1,24,20,4,0,0,1,2,1,44,0,0,1,1,1,1
0,3,60,2,20,20,0,0,0,1,6,1,29,1,0,0,1,1,1
0,12,0,2,42,35,7,0,1,1,6,1,28,1,1,1,1,1,1
1,14,60,1,31,20,11,0,0,0,6,0,26,1,0,0,0,0,1
0,14,60,1,24,20,4,0,0,0,6,1,27,0,0,0,1,1,1
0,4,60,2,40,20,20,0,0,1,8,1,44,1,0,0,0,0,1
1,9,30,1,20,20,0,0,0,0,8,1,44,1,0,1,1,1,1
1,4,60,2,23,20,3,0,1,1,9,1,44,0,1,0,1,1,0
0,3,60,1,42,37,5,0,0,1,1,0,25,0,0,0,1,1,1
0,2,0,1,45,39,6,0,0,0,1,1,26,0,0,0,1,1,1
0,2,60,1,21,20,1,0,1,0,6,1,44,0,1,0,1,1,1
1,1,60,2,20,20,0,0,0,1,9,1,44,1,0,0,1,1,1
1,4,90,2,41,40,1,0,0,1,6,1,26,1,0,0,1,1,0
1,14,0,1,25,20,5,0,0,1,6,1,35,0,0,0,1,1,0
0,2,60,1,45,36,9,0,0,1,2,1,41,0,0,0,1,1,1
1,8,60,1,21,20,1,0,0,1,4,1,29,1,0,0,1,1,1
0,7,60,0,36,20,16,0,0,1,0,0,24,1,0,0,0,0,1
1,7,60,1,37,20,17,0,0,0,4,1,31,0,0,0,1,1,1
0,2,60,1,22,20,2,0,1,1,4,1,44,0,1,0,1,1,1
1,11,60,1,40,39,1,0,0,0,1,0,24,1,0,0,1,1,1
0,6,60,1,20,20,0,0,0,1,2,0,24,0,0,0,1,1,1
0,10,60,1,67,33,34,0,0,1,6,1,28,1,0,0,0,0,1
0,6,60,0,41,36,5,0,0,0,0,0,22,1,0,0,1,1,1
0,1,60,2,44,38,6,0,0,1,6,1,42,0,0,0,1,1,1
0,12,60,1,20,20,0,0,0,1,2,0,24,0,0,1,1,1,1
1,5,60,1,41,40,1,0,0,1,1,1,26,0,0,0,1,1,1
0,15,60,1,25,20,5,0,0,1,6,1,44,1,0,1,0,0,1
0,10,60,2,45,39,6,0,0,1,5,1,29,0,0,0,1,1,1
0,1,60,1,40,20,20,0,0,0,6,1,26,1,0,0,1,1,1
1,4,60,2,41,36,5,0,1,1,6,1,28,1,1,0,1,1,1
1,11,60,3,41,37,4,0,0,1,8,1,42,0,0,0,1,1,1
0,3,60,2,43,36,7,0,1,0,5,1,45,0,1,1,1,1,0
0,11,60,2,22,20,2,0,0,1,7,1,40,0,0,1,1,1,1
1,3,60,2,24,20,4,0,0,1,7,1,44,1,0,0,0,0,1
1,3,60,1,20,20,0,0,1,1,4,1,26,1,1,0,1,1,0
0,3,30,1,20,20,0,0,0,1,4,1,42,1,0,1,1,1,0
1,12,60,1,33,20,13,0,0,0,6,1,44,0,0,0,1,1,1
1,14,0,1,22,20,2,0,0,1,4,1,44,0,0,0,1,1,1
1,6,60,1,33,20,13,0,0,0,2,0,25,1,0,0,0,0,1
0,3,30,2,38,20,18,0,0,1,6,1,40,1,0,1,0,0,1
0,11,60,1,43,37,6,0,0,0,2,1,26,1,0,0,1,1,1
0,6,60,2,44,35,9,0,1,1,2,1,27,1,1,0,1,1,0
0,7,60,1,36,27,9,0,0,1,6,1,44,0,0,0,1,1,0
0,3,60,2,21,20,1,0,0,1,7,1,41,0,0,0,1,1,1
1,15,90,1,33,20,13,0,0,1,6,1,27,1,0,0,0,0,1
1,2,60,1,75,31,44,0,0,1,2,1,40,1,0,0,0,0,0
1,14,60,1,21,20,1,0,0,1,6,0,25,0,0,1,1,1,1
0,1,90,2,45,35,10,0,1,1,6,1,27,1,1,0,1,1,1
0,8,60,1,24,20,4,0,0,1,6,1,28,0,0,0,1,1,1
1,3,60,1,21,20,1,0,0,1,6,1,28,0,0,0,1,1,1
1,9,60,1,24,20,4,1,0,1,6,1,40,1,0,1,0,0,1
0,1,60,1,20,20,0,0,1,1,6,0,25,0,1,0,1,1,1
0,15,60,3,44,36,8,0,0,1,6,1,29,1,0,0,1,1,0
0,14,60,1,32,24,8,0,0,1,2,1,28,0,0,0,1,1,1
1,13,60,2,36,27,9,0,0,1,6,1,44,0,0,0,1,1,1
1,5,60,1,32,20,12,0,0,1,5,1,27,1,0,0,0,0,1
0,7,60,2,42,40,2,0,0,1,4,1,28,0,0,0,1,1,1
1,7,60,1,20,20,0,0,0,0,2,0,25,1,0,0,1,1,0
1,12,60,1,23,20,3,0,0,1,4,1,27,0,0,0,1,1,1
1,4,90,2,36,20,16,0,0,1,6,0,25,1,0,0,0,0,1
1,3,30,1,20,20,0,0,0,1,4,1,27,1,0,0,1,1,1
0,12,0,3,43,38,5,0,0,1,6,1,41,1,0,0,1,1,0
0,8,60,2,45,38,7,0,0,1,6,1,27,1,0,0,1,1,1
1,15,90,1,35,26,9,0,0,1,5,1,44,0,0,0,1,1,1
0,3,60,1,20,20,0,0,0,1,6,1,27,0,0,0,1,1,1
1,4,60,1,24,20,4,0,0,1,5,1,44,0,0,0,1,1,1
1,6,60,2,35,23,12,0,0,1,7,1,47,1,0,1,1,1,0
1,11,60,1,20,20,0,0,0,1,6,0,25,0,0,0,1,1,1
1,9,60,1,23,20,3,0,0,1,4,1,40,0,0,0,1,1,1
1,7,60,1,22,20,2,0,0,1,6,0,26,1,0,0,0,0,1
1,9,60,1,22,20,2,0,0,1,6,1,44,0,0,0,1,1,0
0,10,90,2,43,37,6,0,0,0,2,1,27,0,0,0,1,1,1
0,8,60,2,36,20,16,0,0,1,4,1,42,1,0,0,0,0,0
0,11,60,3,40,35,5,0,0,1,5,1,42,1,0,0,1,1,0
0,6,60,1,22,20,2,0,0,1,1,0,24,0,0,0,1,1,1
1,2,60,1,22,20,2,0,1,0,6,1,44,0,1,0,1,1,1
1,5,60,1,22,20,2,0,1,0,6,1,27,1,1,0,1,1,1
0,3,0,2,34,22,12,0,0,1,8,1,44,0,0,0,1,1,1
0,3,60,1,30,20,10,0,0,1,5,1,41,1,0,1,0,0,1
0,1,60,1,78,40,38,0,0,1,6,1,27,1,0,0,0,0,1
1,1,60,2,40,40,0,0,0,1,4,1,44,0,0,1,1,1,1
0,12,60,0,42,35,7,0,0,1,0,1,26,1,0,0,1,1,1
0,15,60,1,37,25,12,0,0,1,6,1,44,0,0,0,1,1,1
1,8,0,1,22,20,2,0,0,0,2,1,44,0,0,0,1,1,1
1,13,30,2,40,37,3,0,0,1,6,1,44,0,0,1,1,1,1
0,6,60,1,24,20,4,0,0,1,6,1,29,0,0,0,1,1,1
0,1,60,1,23,20,3,0,0,1,0,0,25,0,0,0,1,1,1
1,14,60,2,30,20,10,0,0,1,9,1,41,1,0,0,0,0,1
1,10,60,1,38,20,18,1,0,1,6,1,28,1,0,1,0,0,1
0,12,0,2,44,38,6,0,0,1,5,1,41,1,0,1,1,1,0
0,4,60,1,26,20,6,0,0,1,6,1,29,1,0,0,0,0,1
0,3,60,2,40,35,5,0,0,1,6,1,27,0,0,1,1,1,1
1,5,60,1,45,36,9,0,0,1,1,0,25,0,0,0,1,1,1
0,10,0,2,42,36,6,0,1,1,5,1,44,0,1,1,1,1,1
0,7,60,1,40,36,4,0,0,1,6,1,40,0,0,0,1,1,1
0,1,60,1,22,20,2,0,1,1,2,0,25,1,1,0,1,1,0
0,15,60,1,24,20,4,0,0,0,4,1,29,1,0,0,1,1,0
1,1,60,1,30,20,10,1,0,1,6,0,24,1,0,0,0,0,1
0,15,60,1,43,37,6,0,0,1,6,1,44,0,0,0,1,1,1
1,3,90,1,20,20,0,0,0,0,4,1,27,1,0,0,1,1,1
1,7,60,1,21,20,1,0,0,1,6,1,44,1,0,0,1,1,1
1,11,60,1,31,20,11,0,0,0,6,1,26,0,0,0,1,1,1
1,13,90,2,43,39,4,0,0,1,7,1,44,0,0,0,1,1,1
0,9,60,0,44,39,5,0,0,0,0,1,26,1,0,1,1,1,1
0,10,60,1,44,40,4,0,0,1,6,1,26,1,0,0,1,1,1
1,7,60,1,30,27,3,0,0,1,6,1,29,1,0,0,1,1,1
0,8,60,2,20,20,0,0,0,1,5,1,44,0,0,1,1,1,1
1,6,90,2,33,20,13,0,0,1,5,1,28,1,0,1,0,0,1
0,8,90,2,20,20,0,0,0,0,6,1,29,0,0,0,1,1,1
0,9,60,2,41,35,6,0,0,1,6,1,44,0,0,0,1,1,1
1,1,60,1,21,20,1,0,0,0,6,1,44,0,0,0,1,1,1
1,13,60,2,44,35,9,0,0,1,6,1,42,0,0,0,1,1,1
0,6,0,3,37,28,9,1,0,1,14,1,44,0,0,0,1,1,1
1,11,90,2,37,30,7,0,0,1,7,1,40,0,0,0,1,1,1
1,1,60,1,25,20,5,0,0,1,2,0,25,0,0,1,1,1,1
0,1,60,1,23,20,3,0,0,1,6,1,44,0,0,1,1,1,1
0,1,60,1,34,20,14,0,0,1,5,1,28,1,0,0,0,0,1
0,14,60,1,25,20,5,0,0,1,6,0,25,0,0,1,1,1,1
1,3,60,1,23,20,3,0,0,1,6,1,28,1,0,0,1,1,1
0,15,90,1,21,20,1,0,0,0,6,0,26,1,0,0,0,0,1
0,3,60,1,23,20,3,0,1,1,4,1,27,1,1,0,1,1,0
1,14,90,2,34,20,14,0,0,1,8,1,40,1,0,0,0,0,1
0,2,60,0,40,35,5,0,0,0,0,0,24,1,0,0,1,1,1
0,11,60,1,25,20,5,0,0,0,6,1,26,1,0,1,1,1,1
0,7,60,1,25,20,5,0,0,1,6,1,29,0,0,0,1,1,1
0,7,60,1,20,20,0,0,0,1,6,1,44,0,0,0,1,1,1
1,1,60,1,21,20,1,0,0,1,6,1,44,0,0,0,1,1,0
1,13,30,2,44,40,4,0,0,1,7,1,41,1,0,0,1,1,1
1,14,90,3,43,37,6,0,0,1,10,1,48,0,0,0,1,1,1
1,5,60,2,24,20,4,0,0,1,5,1,44,0,0,0,1,1,1
0,10,60,1,23,20,3,0,0,1,6,1,26,0,0,0,1,1,1
0,10,60,2,24,20,4,0,0,0,6,1,40,1,0,0,1,1,1
0,8,60,1,32,20,12,0,0,1,2,1,29,1,0,0,0,0,1
1,3,60,2,42,37,5,0,1,1,9,1,44,1,1,0,1,1,1
1,7,60,1,38,30,8,0,0,1,6,1,26,0,0,0,1,1,1
1,3,0,1,24,20,4,0,0,1,4,1,44,0,0,0,1,1,1
0,5,60,1,40,24,16,0,1,1,6,1,44,0,1,0,1,1,1
0,6,0,2,44,37,7,0,1,1,6,1,26,1,1,0,1,1,0
0,10,0,1,38,20,18,0,1,1,5,1,42,1,1,0,1,1,0
1,5,60,1,25,20,5,0,0,1,6,0,25,0,0,0,1,1,1
1,2,60,2,22,20,2,0,0,1,7,1,45,1,0,1,1,1,1
0,9,60,1,42,39,3,0,0,1,1,1,44,0,0,0,1,1,1
0,4,90,2,38,20,18,0,0,1,6,1,42,1,0,1,0,0,1
0,7,60,2,45,36,9,0,0,1,7,1,44,0,0,1,1,1,1
0,14,60,1,40,23,17,0,1,1,6,1,27,1,1,0,1,1,0
1,12,30,1,31,20,11,0,0,1,4,1,28,1,0,0,0,0,1
1,15,60,2,24,20,4,0,0,1,7,1,44,1,0,1,1,1,1
1,7,60,1,21,20,1,0,0,0,6,1,28,1,0,1,0,0,1
1,2,60,1,38,30,8,0,0,1,2,1,40,0,0,1,1,1,1
1,12,60,1,24,20,4,0,0,1,6,1,26,1,0,1,1,1,1
0,11,60,1,20,20,0,0,0,1,6,1,42,0,0,0,1,1,1
0,5,60,3,45,39,6,0,0,1,6,1,29,0,0,0,1,1,1
0,7,60,2,42,38,4,0,0,0,2,0,25,0,0,0,1,1,1
1,12,0,1,25,20,5,0,0,0,2,1,44,0,0,0,1,1,1
0,1,60,3,41,39,2,0,0,1,7,1,44,0,0,1,1,1,1
0,4,0,3,41,36,5,0,1,1,7,1,44,1,1,0,1,1,1
1,1,90,2,21,20,1,0,0,1,8,1,41,1,0,0,1,1,0
0,12,60,1,21,20,1,0,1,1,4,1,44,0,1,0,1,1,1
0,7,0,1,39,26,13,1,1,1,6,1,44,0,1,0,1,1,1
1,7,60,1,23,20,3,0,1,1,4,1,40,0,1,0,1,1,1
1,1,60,1,24,20,4,0,0,1,4,1,26,1,0,0,1,1,1
1,14,60,1,24,20,4,0,0,1,4,1,40,1,0,0,1,1,1
0,4,60,2,42,40,2,0,0,1,5,1,27,1,0,0,1,1,0
0,1,60,3,60,59,1,0,0,1,6,0,22,0,0,0,1,1,1
0,3,60,1,36,20,16,1,1,1,6,1,44,0,1,0,1,1,1
0,5,60,1,31,22,9,0,0,1,6,1,47,0,0,0,1,1,1
1,2,60,1,21,20,1,0,0,1,6,1,44,0,0,0,1,1,1
0,14,60,3,41,35,6,0,0,1,9,1,29,1,0,1,1,1,0
1,12,60,1,42,40,2,0,0,1,1,0,24,1,0,0,1,1,1
1,8,60,2,20,20,0,1,0,1,8,1,47,1,0,1,0,0,1
0,7,30,1,31,31,0,0,0,1,4,1,44,0,0,0,1,1,1
1,13,90,2,45,37,8,0,0,1,4,1,29,1,0,0,1,1,0
1,9,60,1,30,20,10,0,0,0,4,1,29,0,0,0,1,1,1
0,8,60,1,58,35,23,0,0,1,6,0,25,0,0,0,1,1,1
1,13,60,1,34,26,8,0,0,1,6,1,26,0,0,0,1,1,1
1,11,60,1,32,27,5,0,0,1,6,1,44,0,0,0,1,1,1
0,13,60,1,23,20,3,0,0,1,5,1,26,0,0,0,1,1,1
0,14,60,1,24,20,4,0,1,1,1,1,44,0,1,0,1,1,1
0,12,60,3,41,37,4,0,0,1,7,1,44,0,0,0,1,1,0
0,15,60,1,34,23,11,0,0,1,4,1,44,0,0,0,1,1,0
0,5,60,1,21,20,1,0,0,1,2,1,28,0,0,0,1,1,1
1,11,60,1,33,25,8,0,0,1,6,1,41,0,0,0,1,1,1
1,11,60,2,42,35,7,0,0,1,4,1,26,1,0,0,1,1,1
0,1,30,2,34,27,7,0,0,1,7,1,44,1,0,0,1,1,0
1,3,60,1,24,20,4,0,0,0,6,1,44,0,0,1,1,1,0
0,7,60,2,39,20,19,0,0,1,6,1,42,1,0,1,0,0,0
0,11,60,1,58,38,20,0,0,1,2,1,28,0,0,1,1,1,1
1,2,30,1,40,20,20,0,0,0,3,1,25,1,0,0,0,0,1
0,10,60,2,44,40,4,0,0,1,10,1,40,0,0,0,1,1,1
0,11,60,1,40,40,0,0,0,1,1,0,25,0,0,1,1,1,1
0,7,0,1,42,38,4,0,1,1,2,1,27,1,1,0,1,1,1
1,4,60,1,20,20,0,0,0,0,4,1,44,0,0,0,1,1,1
0,9,60,1,23,20,3,0,1,1,6,1,44,1,1,0,1,1,1
0,7,60,1,21,20,1,0,1,1,6,1,44,0,1,1,1,1,0
1,2,60,1,20,20,0,0,1,1,1,1,26,0,1,0,1,1,1
0,3,0,2,43,40,3,0,1,1,4,1,28,1,1,1,1,1,0
0,15,60,1,23,20,3,0,0,1,2,1,26,0,0,0,1,1,1
0,1,60,1,21,20,1,0,0,0,2,0,25,1,0,1,1,1,1
0,13,60,1,23,20,3,0,1,1,6,1,26,0,1,0,1,1,1
1,6,60,1,24,20,4,1,0,1,4,1,44,0,0,0,1,1,1
0,14,60,1,21,20,1,0,0,1,6,1,29,1,0,0,0,0,1
0,9,60,2,45,40,5,0,1,1,6,1,40,0,1,0,1,1,1
1,11,60,1,23,20,3,0,0,1,5,1,44,0,0,0,1,1,1
0,12,0,1,41,39,2,0,0,0,1,1,44,0,0,1,1,1,1
1,4,30,1,40,35,5,0,0,1,4,1,44,1,0,0,1,1,1
1,10,60,1,40,20,20,0,0,0,6,1,27,1,0,1,1,1,1
1,6,0,1,22,20,2,0,0,1,2,0,24,1,0,0,1,1,0
1,11,60,2,43,35,8,0,0,1,4,1,26,1,0,0,1,1,0
1,9,60,2,41,40,1,0,0,1,4,1,27,1,0,0,1,1,1
1,1,60,1,40,20,20,0,0,1,6,1,40,1,0,1,1,1,0
1,8,0,1,20,20,0,1,1,1,6,1,28,1,1,0,1,1,1
0,12,60,1,21,20,1,0,0,1,2,1,40,0,0,0,1,1,1
0,12,60,1,44,39,5,0,0,1,2,1,44,0,0,0,1,1,1
0,8,60,1,22,20,2,0,0,1,4,0,25,1,0,0,1,1,1
1,5,60,1,20,20,0,0,0,1,6,1,27,0,0,0,1,1,1
0,6,60,1,30,20,10,0,0,1,6,0,25,1,0,0,0,0,1
1,2,60,2,41,37,4,0,0,1,6,1,27,1,0,0,1,1,1
0,14,60,1,23,20,3,0,0,1,2,0,25,0,0,0,1,1,1
0,2,60,2,44,36,8,0,0,1,6,1,27,0,0,1,1,1,1
1,14,30,1,23,20,3,1,1,1,6,0,25,0,1,0,1,1,1
0,13,60,1,25,20,5,0,0,1,6,0,24,0,0,0,1,1,1
1,10,60,1,24,20,4,0,0,0,6,0,25,0,0,0,1,1,1
0,13,90,3,45,35,10,0,0,1,8,1,42,0,0,0,1,1,1
1,1,30,1,65,55,10,0,1,0,14,0,24,0,1,1,1,1,1
0,12,60,2,41,36,5,0,0,1,6,1,44,0,0,0,1,1,1
0,13,60,1,23,20,3,0,0,1,6,1,44,0,0,0,1,1,0
1,14,60,1,36,20,16,0,0,1,4,0,26,1,0,0,0,0,1
0,11,60,1,21,20,1,0,0,0,4,1,44,0,0,0,1,1,0
1,4,30,1,23,20,3,0,0,1,4,1,26,0,0,0,1,1,1
1,4,60,1,24,20,4,0,0,0,4,1,42,1,0,0,1,1,1
0,14,60,1,23,20,3,0,0,1,4,1,45,0,0,0,1,1,1
1,9,60,3,44,36,8,0,0,1,6,1,44,0,0,1,1,1,0
0,5,60,1,23,20,3,0,0,0,6,1,29,0,0,0,1,1,1
0,10,60,1,25,20,5,0,0,1,6,0,25,0,0,0,1,1,1
1,4,60,1,22,20,2,0,0,1,6,1,27,0,0,0,1,1,1
1,11,60,1,22,20,2,0,1,0,4,1,44,0,1,0,1,1,1
1,6,60,1,21,20,1,0,0,1,6,1,42,0,0,1,1,1,1
1,11,60,1,24,20,4,0,0,1,4,0,26,1,0,0,0,0,1
1,7,60,2,25,20,5,0,0,1,6,1,44,1,0,0,0,0,1
0,10,60,1,23,20,3,1,1,1,6,1,44,0,1,0,1,1,1
0,15,60,2,22,20,2,0,1,1,5,1,44,0,1,0,1,1,1
1,6,60,2,40,38,2,0,0,1,6,1,29,0,0,1,1,1,1
0,6,60,1,20,20,0,0,0,1,6,1,29,0,0,0,1,1,1
1,9,60,1,21,20,1,0,0,0,6,1,44,0,0,0,1,1,1
1,4,60,2,44,38,6,0,0,1,4,1,40,0,0,0,1,1,1
1,3,60,2,42,36,6,0,0,1,6,0,25,0,0,0,1,1,1
0,14,60,1,39,31,8,0,1,1,6,1,28,0,1,0,1,1,1
0,1,0,3,44,40,4,0,0,1,8,1,44,0,0,1,1,1,1
1,11,60,1,33,20,13,0,0,0,6,1,27,1,0,0,0,0,1
0,4,60,1,20,20,0,0,0,0,0,1,26,0,0,0,1,1,1
0,8,60,1,24,20,4,0,1,1,4,1,44,0,1,0,1,1,1
0,7,60,1,35,31,4,0,0,1,6,0,25,0,0,0,1,1,1
0,10,60,1,25,20,5,0,0,1,6,1,44,0,0,0,1,1,1
0,10,60,1,45,37,8,0,0,0,2,1,27,1,0,0,1,1,1
0,2,60,2,21,20,1,0,0,1,6,1,29,0,0,0,1,1,1
1,3,60,1,43,38,5,0,0,1,6,1,26,0,0,0,1,1,1
0,5,60,1,44,37,7,0,0,1,6,1,42,1,0,0,1,1,0
0,2,60,1,33,22,11,0,1,1,2,1,26,0,1,0,1,1,1
1,5,60,2,40,40,0,0,0,1,5,1,44,1,0,0,1,1,0
0,15,30,1,30,20,10,0,0,0,6,1,40,0,0,0,1,1,1
0,13,60,1,23,20,3,0,0,0,6,0,25,0,0,0,1,1,1
0,5,60,2,42,40,2,0,0,1,6,1,27,1,0,0,1,1,1
0,3,30,2,34,20,14,0,0,1,9,0,28,1,0,1,0,0,1
0,2,60,1,31,30,1,0,1,1,6,1,27,0,1,0,1,1,1
0,12,30,1,35,20,15,0,0,0,4,1,27,0,0,0,1,1,1
0,14,60,1,23,20,3,0,0,0,5,1,42,1,0,0,1,1,1
0,3,60,1,22,20,2,0,0,1,1,0,25,1,0,0,1,1,1
1,9,60,1,30,20,10,0,0,0,6,1,26,0,0,1,1,1,1
